"Name","Organization","Homepage","Logo","Twitter","Crunchbase URL","Market Cap","Ticker","Funding","Member","Relation","License","Headquarters","Latest Tweet Date","Description","Crunchbase Description","Crunchbase Homepage","Crunchbase City","Crunchbase Region","Crunchbase Country","Crunchbase Twitter","Crunchbase Linkedin","Crunchbase Ticker","Crunchbase Kind","Crunchbase Min Employees","Crunchbase Max Employees","Category","Subcategory","OSS","Github Repo","Github Stars","Github Description","Github Latest Commit Date","Github Latest Commit Link","Github Release Date","Github Release Link","Github Start Commit Date","Github Start Commit Link","Github Contributors Count","Github Contributors Link"
"Alibaba Cloud Function Compute","Alibaba Cloud","https://www.alibabacloud.com/product/function-compute","https://landscape.cncf.io/logos/alibaba-cloud-function-compute.svg","https://twitter.com/alibaba_cloud","https://www.crunchbase.com/organization/alibaba-cloud",354926362624,"BABA",,"platinum","member","NotOpenSource","Hangzhou, China","2018-12-26 15:33:03","Alibaba Cloud develops highly scalable cloud computing and data management services.","Alibaba Cloud develops highly scalable cloud computing and data management services.","https://www.alibabacloud.com/","Hangzhou","Zhejiang","China","https://twitter.com/alibaba_cloud","https://www.linkedin.com/company/alibaba-cloud-computing-company","BABA","market_cap",,,"Serverless","Hosted Platform",false,,,,"","","",,"","",,
"Amazon CloudWatch","Amazon Web Services","https://aws.amazon.com/cloudwatch/","https://landscape.cncf.io/logos/amazon-cloud-watch.svg","https://twitter.com/awscloud","https://www.crunchbase.com/organization/amazon-web-services",719224504320,"AMZN",,"platinum","member","NotOpenSource","Seattle, Washington","2018-12-26 22:44:01","Amazon Web Services provides information technology infrastructure services to businesses in the form of web services.","Amazon Web Services provides information technology infrastructure services to businesses in the form of web services.","http://aws.amazon.com","Seattle","Washington","United States","http://twitter.com/awscloud","https://www.linkedin.com/company/amazon-web-services/","AMZN","market_cap",10001,1000000,"Observability and Analysis","Monitoring",false,,,,"","","",,"","",,
"Amazon Elastic Container Registry (ECR)","Amazon Web Services","https://aws.amazon.com/ecr/","https://landscape.cncf.io/logos/amazon-elastic-container-registry-ecr.svg","https://twitter.com/awscloud","https://www.crunchbase.com/organization/amazon-web-services",719224504320,"AMZN",,"platinum","member","NotOpenSource","Seattle, Washington","2018-12-26 22:44:01","Amazon Web Services provides information technology infrastructure services to businesses in the form of web services.","Amazon Web Services provides information technology infrastructure services to businesses in the form of web services.","http://aws.amazon.com","Seattle","Washington","United States","http://twitter.com/awscloud","https://www.linkedin.com/company/amazon-web-services/","AMZN","market_cap",10001,1000000,"Provisioning","Container Registry",false,,,,"","","",,"","",,
"Amazon Elastic Container Service (ECS)","Amazon Web Services","https://aws.amazon.com/ecs/","https://landscape.cncf.io/logos/amazon-elastic-container-service-ecs.svg","https://twitter.com/awscloud","https://www.crunchbase.com/organization/amazon-web-services",719224504320,"AMZN",,"platinum","member","NotOpenSource","Seattle, Washington","2018-12-26 22:44:01","Amazon Web Services provides information technology infrastructure services to businesses in the form of web services.","Amazon Web Services provides information technology infrastructure services to businesses in the form of web services.","http://aws.amazon.com","Seattle","Washington","United States","http://twitter.com/awscloud","https://www.linkedin.com/company/amazon-web-services/","AMZN","market_cap",10001,1000000,"Orchestration & Management","Scheduling & Orchestration",false,,,,"","","",,"","",,
"Amazon Elastic Container Service for Kubernetes (EKS)","Amazon Web Services","https://aws.amazon.com/eks/","https://landscape.cncf.io/logos/amazon-elastic-container-service-for-kubernetes-eks.svg","http://twitter.com/awscloud","https://www.crunchbase.com/organization/amazon-web-services",719224504320,"AMZN",,"platinum","member","NotOpenSource","Seattle, Washington","2018-12-26 22:44:01","Amazon Elastic Container Service for Kubernetes (Amazon EKS) is a managed service that makes it easy for you to run Kubernetes on AWS without needing to install and operate your own Kubernetes clusters.","Amazon Web Services provides information technology infrastructure services to businesses in the form of web services.","http://aws.amazon.com","Seattle","Washington","United States","http://twitter.com/awscloud","https://www.linkedin.com/company/amazon-web-services/","AMZN","market_cap",10001,1000000,"Platform","Certified Kubernetes - Hosted",false,,,,"","","",,"","",,
"Amazon Kinesis","Amazon Web Services","https://aws.amazon.com/kinesis/","https://landscape.cncf.io/logos/amazon-kinesis.svg","https://twitter.com/awscloud","https://www.crunchbase.com/organization/amazon-web-services",719224504320,"AMZN",,"platinum","member","NotOpenSource","Seattle, Washington","2018-12-26 22:44:01","Amazon Web Services provides information technology infrastructure services to businesses in the form of web services.","Amazon Web Services provides information technology infrastructure services to businesses in the form of web services.","http://aws.amazon.com","Seattle","Washington","United States","http://twitter.com/awscloud","https://www.linkedin.com/company/amazon-web-services/","AMZN","market_cap",10001,1000000,"App Definition and Development","Streaming & Messaging",false,,,,"","","",,"","",,
"Amazon Web Services","Amazon Web Services","https://aws.amazon.com/","https://landscape.cncf.io/logos/amazon-web-services.svg","https://twitter.com/awscloud","https://www.crunchbase.com/organization/amazon-web-services",719224504320,"AMZN",,"platinum","member","NotOpenSource","Seattle, Washington","2018-12-26 22:44:01","Amazon Web Services provides information technology infrastructure services to businesses in the form of web services.","Amazon Web Services provides information technology infrastructure services to businesses in the form of web services.","http://aws.amazon.com","Seattle","Washington","United States","http://twitter.com/awscloud","https://www.linkedin.com/company/amazon-web-services/","AMZN","market_cap",10001,1000000,"Cloud","Public",false,,,,"","","",,"","",,
"Ambassador","Datawire","https://www.getambassador.io/","https://landscape.cncf.io/logos/ambassador.svg","https://twitter.com/datawireio","https://www.crunchbase.com/organization/datawire",,,250000,"silver","member","Apache License 2.0","Cambridge, Massachusetts","2018-12-21 01:56:56","open source Kubernetes-native API gateway for microservices built on the Envoy Proxy","An early stage startup that's focused on making it easy for developers to build resilient microservices.","https://www.datawire.io/","Cambridge","Massachusetts","United States","https://www.twitter.com/datawireio","https://www.linkedin.com/company/9320816",,"funding",11,50,"Orchestration & Management","API Gateway",true,"https://github.com/datawire/ambassador",1479,"open source Kubernetes-native API gateway for microservices built on the Envoy Proxy","","https://github.com/datawire/ambassador/commit/07321f207784a9425248b505645cc615905ea8f0","2018-12-24 22:34:44","https://github.com/datawire/ambassador/releases","2017-03-30 19:54:17","https://github.com/datawire/ambassador/commit/82ed5e4054a0eb3f4da76e45d89f020fbf1e4f14",54,"https://github.com/datawire/ambassador/graphs/contributors"
"Ansible","Red Hat","https://www.ansible.com/","https://landscape.cncf.io/logos/ansible.svg","https://twitter.com/ansible","https://www.crunchbase.com/organization/red-hat",30703210496,"RHT",,"platinum","member","GNU General Public License v3.0","Raleigh, North Carolina","2018-12-27 00:10:00","Ansible is a radically simple IT automation platform that makes your applications and systems easier to deploy. Avoid writing scripts or custom code to deploy and update your applications — automate in a language that approaches plain English, using SSH, with no agents to install on remote systems. https://docs.ansible.com/ansible/","Red Hat is a multinational software company engaged in providing open-source software products to the enterprise community.","http://www.redhat.com","Raleigh","North Carolina","United States","http://twitter.com/redhat","https://www.linkedin.com/company/red-hat","RHT","market_cap",5001,10000,"Provisioning","Automation & Configuration",true,"https://github.com/ansible/ansible",34498,"Ansible is a radically simple IT automation platform that makes your applications and systems easier to deploy. Avoid writing scripts or custom code to deploy and update your applications — automate in a language that approaches plain English, using SSH, with no agents to install on remote systems. https://docs.ansible.com/ansible/","","https://github.com/ansible/ansible/commit/cda40100247a24374581d7f1ef769474151f0c4f","2018-12-13 22:08:58","https://github.com/ansible/ansible/releases","2012-02-23 19:17:24","https://github.com/ansible/ansible/commit/f31421576b00f0b167cdbe61217c31c21a41ac02",4073,"https://github.com/ansible/ansible/graphs/contributors"
"Aporeto","Aporeto","https://www.aporeto.com/","https://landscape.cncf.io/logos/aporeto.svg","https://twitter.com/aporeto","https://www.crunchbase.com/organization/aporeto",,,14500000,"silver","member","NotOpenSource","San Jose, California","2018-12-20 18:18:04","Cloud Native Security for Containers and Microservices","Cloud Native Security for Containers and Microservices","https://aporeto.com","San Jose","California","United States","https://www.twitter.com/aporeto",,,"funding",1,10,"Runtime","Cloud-Native Network",false,,,,"","","",,"","",,
"Application High Availability Service","Alibaba Cloud","https://www.alibabacloud.com/products/ahas","https://landscape.cncf.io/logos/application-high-availability-service.svg","https://twitter.com/alibaba_cloud","https://www.crunchbase.com/organization/alibaba-cloud",354926362624,"BABA",,"platinum","member","NotOpenSource","Hangzhou, China","2018-12-26 15:33:03","Alibaba Cloud develops highly scalable cloud computing and data management services.","Alibaba Cloud develops highly scalable cloud computing and data management services.","https://www.alibabacloud.com/","Hangzhou","Zhejiang","China","https://twitter.com/alibaba_cloud","https://www.linkedin.com/company/alibaba-cloud-computing-company","BABA","market_cap",,,"Observability and Analysis","Chaos Engineering",false,,,,"","","",,"","",,
"Appscode Pharmer","AppsCode","https://appscode.com/products/pharmer/","https://landscape.cncf.io/logos/appscode-pharmer.svg","http://twitter.com/AppsCodeHQ","https://www.crunchbase.com/organization/appscode",,,,"silver","member","NotOpenSource","San Leandro, California","2018-12-19 23:07:02","Kubernetes Cluster Manager for Kubeadm","Your DevOps sidekick","https://appscode.com","San Leandro","California","United States","http://twitter.com/AppsCodeHQ","https://www.linkedin.com/company/appscode",,,,,"Platform","Certified Kubernetes - Distribution",false,,,,"","","",,"","",,
"Aqua","Aqua Security","https://www.aquasec.com/","https://landscape.cncf.io/logos/aqua.svg","https://twitter.com/AquaSecTeam","https://www.crunchbase.com/organization/aquasecurity",,,38000000,"silver","member","NotOpenSource","Ramat Gan, Israel","2018-12-26 15:21:14","Aqua Security enables enterprises to secure their virtual container environments from development to production.","Aqua Security enables enterprises to secure their virtual container environments from development to production.","https://www.aquasec.com","Ramat Gan","Tel Aviv","Israel","http://twitter.com/AquaSecTeam","https://www.linkedin.com/company/10034420",,"funding",11,50,"Provisioning","Security & Compliance",false,,,,"","","",,"","",,
"Architect","JS Foundation","https://arc.codes/","https://landscape.cncf.io/logos/architect.svg","https://twitter.com/arc_fns","https://www.crunchbase.com/organization/js-foundation",,,,"linux_foundation","member","Apache License 2.0","San Francisco, California","","Cloud function signatures for HTTP handlers, pub/sub + scheduled, queued functions, and table triggers","JS Foundation supports some of the most important projects in the JavaScript ecosystem.","https://js.foundation","San Francisco","California","United States","https://www.twitter.com/the_jsf","https://www.linkedin.com/company/js-foundation",,,1,10,"Serverless","Framework",true,"https://github.com/arc-repos/arc-functions",92,"Cloud function signatures for HTTP handlers, pub/sub + scheduled, queued functions, and table triggers","","https://github.com/arc-repos/arc-functions/commit/8ce4770f7d72a6cfd1e904bcb78c7edaa8bdacab","2018-12-15 19:28:29","https://github.com/arc-repos/arc-functions/releases","2017-05-03 05:21:31","https://github.com/arc-repos/arc-functions/commit/2eca44cf4308c15b519c0f368beac7e6ab3caf03",7,"https://github.com/arc-repos/arc-functions/graphs/contributors"
"Argo","Intuit","https://argoproj.github.io/","https://landscape.cncf.io/logos/argo.svg","https://twitter.com/argoproj","https://www.crunchbase.com/organization/intuit",50038349824,"INTU",,"silver","member","Apache License 2.0","Mountain View, California","2018-12-12 07:48:41","Container-native workflows for Kubernetes.","Intuit offers business and financial management solutions for SMBs, financial institutions, consumers, and accounting professionals.","http://www.intuit.com","Mountain View","California","United States","http://twitter.com/INTUITINC","https://www.linkedin.com/company/intuit","INTU","market_cap",5001,10000,"App Definition and Development","Continuous Integration & Delivery",true,"https://github.com/argoproj/argo",2187,"Container-native workflows for Kubernetes.","","https://github.com/argoproj/argo/commit/0f84e5148dd34c225a35eab7a1f5953afb45e724","2018-06-07 18:09:38","https://github.com/argoproj/argo/releases","2017-10-17 21:38:48","https://github.com/argoproj/argo/commit/3ed1dfeb073829d3c4f92b95c9a74118caaec1b4",57,"https://github.com/argoproj/argo/graphs/contributors"
"Arrikto","Arrikto","https://www.arrikto.com/","https://landscape.cncf.io/logos/arrikto.svg","https://twitter.com/arrikto","https://www.crunchbase.com/organization/arrikto",,,2000000,"silver","member","NotOpenSource","Palo Alto, California","2018-12-21 20:04:35","Arrikto is a startup building decentralized storage for the cloud native world.","Arrikto is a startup building decentralized storage for the cloud native world.","http://www.arrikto.com/","Palo Alto","California","United States","https://twitter.com/Arrikto","https://www.linkedin.com/company/arrikto",,"funding",11,50,"Runtime","Cloud-Native Storage",false,,,,"","","",,"","",,
